year,month,day,Risk_free
2001,9,14,0.000761308358050883
2001,9,17,0.000734005589038134
2001,9,18,0.000721442862413824
2001,9,19,0.000724090961739421
2001,9,20,0.000721442862413824
2001,9,21,0.000739283335860819
2001,9,24,0.000761636183597148
2001,9,25,0.000755731423851103
2001,9,26,0.000758028763812035
2001,9,27,0.000734995701350272
2001,9,28,0.000724752666428685
2001,10,1,0.000727067934349179
2001,10,2,0.00072673725662753
2001,10,3,0.000738953705877066
2001,10,4,0.00074883148772642
2001,10,5,0.000742907752282918
2001,10,8,0.00075014668982476
2001,10,9,0.000743237091228366
2001,10,10,0.000736975169274956
2001,10,11,0.000740601681172848
2001,10,15,0.000729712250176817
2001,10,16,0.00072078057564795
2001,10,17,0.000716804468538612
2001,10,18,0.000722105032764375
2001,10,19,0.000716141425073147
2001,10,22,0.000717467453796417
2001,10,23,0.000718793016858399
2001,10,24,0.000724421814084053
2001,10,25,0.000718130322638899
2001,10,26,0.000720449374057353
2001,10,29,0.00072309811366722
2001,10,30,0.000720449374057353
2001,10,31,0.0007131562451832
2001,11,1,0.000711828819476068
2001,11,5,0.000704187375959009
2001,11,6,0.000702191551681608
2001,11,7,0.000696531205903739
2001,11,8,0.000695531547535211
2001,11,9,0.000698529882356525
2001,11,12,0.000702191551681608
2001,11,13,0.000699861790053546
2001,11,14,0.000696864386554807
2001,11,16,0.000692864414304495
2001,11,19,0.000687190855387598
2001,11,20,0.000693531357683241
2001,11,21,0.000689528009388596
2001,11,22,0.00069586478639394
2001,11,23,0.000694531539920718
2001,11,26,0.000697863812092692
2001,11,27,0.000699195894412696
2001,11,28,0.000701858778484166
2001,11,29,0.000704187375959009
2001,11,30,0.000701193232089281
2001,12,3,0.000698196876328439
2001,12,4,0.000698196876328439
2001,12,5,0.000701526005286723
2001,12,6,0.000702524208463728
2001,12,7,0.000701858778484166
2001,12,10,0.000696531205903739
2001,12,11,0.000697530689649284
2001,12,12,0.000697863812092692
2001,12,13,0.000698196876328439
2001,12,14,0.000697863812092692
2001,12,17,0.000699195894412696
2001,12,18,0.000696864386554807
2001,12,19,0.000691863766405731
2001,12,20,0.000698529882356525
2001,12,21,0.000697863812092692
2001,12,26,0.000696864386554807
2001,12,27,0.000695531547535211
2001,12,28,0.000690862885676324
2002,1,2,0.000689528009388596
2002,1,3,0.00068819266743958
2002,1,4,0.000690529181156308
2002,1,7,0.000686856859829277
2002,1,8,0.000689528009388596
2002,1,9,0.000690529181156308
2002,1,10,0.000691530178301036
2002,1,11,0.000691863766405731
2002,1,14,0.000693864771164954
2002,1,15,0.000694531539920718
2002,1,16,0.000694864895194769
2002,1,17,0.000690195476636291
2002,1,18,0.000690862885676324
2002,1,21,0.00069119653198868
2002,1,22,0.00069119653198868
2002,1,23,0.000689528009388596
2002,1,24,0.000693197885993868
2002,1,28,0.000693531357683241
2002,1,29,0.000695531547535211
2002,1,30,0.000696864386554807
2002,1,31,0.000697863812092692
2002,2,1,0.000693531357683241
2002,2,4,0.000694864895194769
2002,2,5,0.000697530689649284
2002,2,6,0.000690529181156308
2002,2,7,0.000690195476636291
2002,2,8,0.000690195476636291
2002,2,13,0.000686522806063294
2002,2,14,0.000686856859829277
2002,2,15,0.00068585469853133
2002,2,18,0.000686522806063294
2002,2,19,0.00068585469853133
2002,2,20,0.000684852304402739
2002,2,21,0.000681509205605835
2002,2,22,0.000682512414641678
2002,2,25,0.000680505705531687
2002,2,26,0.000681174744386226
2002,2,27,0.000679836550261825
2002,2,28,0.000681174744386226
2002,3,1,0.000681174744386226
2002,3,4,0.000681509205605835
2002,3,5,0.000680505705531687
2002,3,6,0.000681843608617783
2002,3,7,0.000676824129186571
2002,3,8,0.000681509205605835
2002,3,11,0.000681509205605835
2002,3,12,0.000673809321597219
2002,3,13,0.00067514949478209
2002,3,14,0.000673809321597219
2002,3,15,0.000673139118589461
2002,3,18,0.000667101703584194
2002,3,19,0.000670792302116752
2002,3,20,0.00066475139465183
2002,3,21,0.000674479466397315
2002,3,22,0.000675819464959204
2002,3,25,0.000675819464959204
2002,3,26,0.000674814509693533
2002,3,27,0.00067347422009334
2002,3,28,0.00067280390067026
2002,4,1,0.00067246874095872
2002,4,2,0.000671798246912658
2002,4,3,0.00067213352303952
2002,4,4,0.00067213352303952
2002,4,5,0.000671798246912658
2002,4,8,0.000668779655825347
2002,4,9,0.000667773012537509
2002,4,10,0.000667773012537509
2002,4,11,0.000667101703584194
2002,4,12,0.000666094594635069
2002,4,15,0.000667437387164682
2002,4,16,0.000667101703584194
2002,4,17,0.000665758852846921
2002,4,18,0.00067246874095872
2002,4,19,0.000671798246912658
2002,4,22,0.000673809321597219
2002,4,23,0.00067347422009334
2002,4,24,0.00067213352303952
2002,4,25,0.00067280390067026
2002,4,26,0.00067280390067026
2002,4,29,0.00067280390067026
2002,4,30,0.000668108579702675
2002,5,2,0.00067246874095872
2002,5,3,0.000670456967782229
2002,5,6,0.000669786124490202
2002,5,7,0.000669450673740357
2002,5,8,0.000668108579702675
2002,5,9,0.000669115164782852
2002,5,10,0.000667101703584194
2002,5,13,0.000668108579702675
2002,5,14,0.000670121575240046
2002,5,15,0.000669786124490202
2002,5,16,0.000666766020003706
2002,5,17,0.000667101703584194
2002,5,20,0.000667101703584194
2002,5,21,0.000666094594635069
2002,5,22,0.000668444146867842
2002,5,23,0.000667773012537509
2002,5,24,0.000667773012537509
2002,5,27,0.000668444146867842
2002,5,28,0.000666094594635069
2002,5,29,0.000664415478240699
2002,5,31,0.000663743645418435
2002,6,3,0.000659373996313661
2002,6,4,0.000652641989290714
2002,6,5,0.000650957226753235
2002,6,6,0.0006613913574256
2002,6,7,0.000666766020003706
2002,6,10,0.000666430336423218
2002,6,11,0.000674814509693533
2002,6,12,0.000740601681172848
2002,6,13,0.00069586478639394
2002,6,14,0.000698529882356525
2002,6,17,0.000681843608617783
2002,6,18,0.000686522806063294
2002,6,19,0.000682846759445965
2002,6,20,0.000689194188453257
2002,6,21,0.000737305032089353
2002,6,24,0.000678163254633546
2002,6,25,0.000691530178301036
2002,6,26,0.000690195476636291
2002,6,27,0.000680840224958956
2002,6,28,0.000677493750117719
2002,7,1,0.000685520586557686
2002,7,2,0.000687190855387598
2002,7,3,0.00068819266743958
2002,7,4,0.000687524792738259
2002,7,5,0.000686188810504973
2002,7,8,0.000685186474584043
2002,7,10,0.000684852304402739
2002,7,11,0.000680840224958956
2002,7,12,0.000675819464959204
2002,7,15,0.000678163254633546
2002,7,16,0.000679501972626895
2002,7,17,0.000666766020003706
2002,7,18,0.000666766020003706
2002,7,19,0.000667437387164682
2002,7,22,0.000670456967782229
2002,7,23,0.000676154333632439
2002,7,24,0.000671798246912658
2002,7,25,0.000674479466397315
2002,7,26,0.000682178069837391
2002,7,29,0.000747515878174454
2002,7,30,0.000739612965844572
2002,7,31,0.000713819812517613
2002,8,1,0.000717135961167514
2002,8,2,0.000690529181156308
2002,8,5,0.000709836778696626
2002,8,6,0.000694198184646666
2002,8,7,0.00068418390583247
2002,8,8,0.000675484479870647
2002,8,9,0.00068852654658258
2002,8,12,0.000693531357683241
2002,8,13,0.000681509205605835
2002,8,14,0.000676489260513336
2002,8,15,0.000679501972626895
2002,8,16,0.000674144423101097
2002,8,19,0.000671127636451274
2002,8,20,0.000669450673740357
2002,8,21,0.000668444146867842
2002,8,22,0.000667437387164682
2002,8,23,0.00066206359770149
2002,8,26,0.000661727506667376
2002,8,27,0.00066307169618085
2002,8,28,0.000659710261970758
2002,8,29,0.000655672803986818
2002,8,30,0.000657692027743906
2002,9,2,0.000658364908304066
2002,9,3,0.000658701290376484
2002,9,4,0.0006613913574256
2002,9,5,0.000664079620037228
2002,9,6,0.000667437387164682
2002,9,9,0.000667101703584194
2002,9,10,0.00067213352303952
2002,9,11,0.000670121575240046
2002,9,12,0.000670121575240046
2002,9,13,0.000668444146867842
2002,9,16,0.000675484479870647
2002,9,17,0.00067280390067026
2002,9,18,0.000677828502375633
2002,9,19,0.00068585469853133
2002,9,20,0.000678498006891459
2002,9,23,0.000683515390846878
2002,9,24,0.000693531357683241
2002,9,25,0.000686522806063294
2002,9,26,0.000681843608617783
2002,9,27,0.000692864414304495
2002,9,30,0.00069886288838461
2002,10,1,0.000678163254633546
2002,10,2,0.000676489260513336
2002,10,3,0.000681509205605835
2002,10,4,0.000675484479870647
2002,10,7,0.000681843608617783
2002,10,8,0.000682846759445965
2002,10,9,0.000690862885676324
2002,10,10,0.000692530884407461
2002,10,11,0.000707511557266116
2002,10,14,0.000834716949611902
2002,10,15,0.000866772257722914
2002,10,16,0.000831497192848474
2002,10,17,0.000831497192848474
2002,10,18,0.000816329440567643
2002,10,21,0.000807265809271485
2002,10,22,0.000806293508503586
2002,10,23,0.000790703983511776
2002,10,24,0.000789402110967785
2002,10,25,0.00078516808571294
2002,10,28,0.000787774159107357
2002,10,29,0.00079200544860214
2002,10,30,0.000796882144641131
2002,10,31,0.000787122815381736
2002,11,1,0.000779624446295202
2002,11,4,0.000783212366513908
2002,11,5,0.000786145566962659
2002,11,6,0.000798831169959158
2002,11,7,0.000798181572463363
2002,11,8,0.000797856773715466
2002,11,11,0.000797531916759908
2002,11,12,0.000808885844890028
2002,11,13,0.000822468020487577
2002,11,14,0.000823759182821959
2002,11,18,0.000820530578494072
2002,11,19,0.000819238368421793
2002,11,20,0.000807589909527451
2002,11,21,0.000809857563581318
2002,11,22,0.000811152742244303
2002,11,25,0.000806941767223179
2002,11,26,0.000810181372798979
2002,11,27,0.000812447571661323
2002,11,28,0.000818592146970332
2002,11,29,0.000825695053208619
2002,12,2,0.00082924182061106
2002,12,3,0.000836325809359551
2002,12,4,0.000839863147120923
2002,12,5,0.00084981502732262
2002,12,6,0.000846607435960323
2002,12,9,0.000854301324579865
2002,12,10,0.000856222468428314
2002,12,11,0.00086229998851195
2002,12,12,0.000869006500579417
2002,12,13,0.000866133661475033
2002,12,16,0.000869963609147817
2002,12,17,0.000870920543093234
2002,12,18,0.000888741109520197
2002,12,19,0.000897304737009108
2002,12,20,0.00089762156130746
2002,12,23,0.000900155224371702
2002,12,26,0.000902370840776712
2002,12,27,0.0009017379488796
2002,12,30,0.000903320033103228
2003,1,2,0.000893818098120391
2003,1,3,0.000889376096893102
2003,1,6,0.000894135155249387
2003,1,7,0.000893183809239417
2003,1,8,0.000889693503268063
2003,1,9,0.000889058574102819
2003,1,10,0.00088397553190589
2003,1,13,0.000885882473085076
2003,1,14,0.000886835565324873
2003,1,15,0.000889058574102819
2003,1,16,0.000888741109520197
2003,1,17,0.000892232230398804
2003,1,20,0.000894135155249387
2003,1,21,0.000894452270586044
2003,1,22,0.000899521983228624
2003,1,23,0.0009017379488796
2003,1,24,0.000914061616640538
2003,1,27,0.000916900171432644
2003,1,28,0.000907114532310516
2003,1,29,0.000906482338905335
2003,1,30,0.000907114532310516
2003,1,31,0.000907746551092714
2003,2,3,0.000909642141778022
2003,2,4,0.000911536801140755
2003,2,5,0.00091185251949355
2003,2,6,0.000919736688956618
2003,2,7,0.000919736688956618
2003,2,10,0.000923515530303121
2003,2,11,0.000923515530303121
2003,2,12,0.000924774387385696
2003,2,13,0.000938281766138971
2003,2,14,0.000941103091463447
2003,2,17,0.000938281766138971
2003,2,18,0.000939535908401012
2003,2,19,0.000947365595493466
2003,2,20,0.000941416481509805
2003,2,21,0.000941416481509805
2003,2,24,0.000940789701417089
2003,2,25,0.000940162863116711
2003,2,26,0.000940789701417089
2003,2,27,0.000941416481509805
2003,2,28,0.000941729813348502
2003,3,5,0.000943296123296022
2003,3,6,0.000942043086979538
2003,3,7,0.000943296123296022
2003,3,10,0.000942356418818235
2003,3,11,0.000939535908401012
2003,3,12,0.000938281766138971
2003,3,13,0.000934830750338733
2003,3,14,0.000933889008592814
2003,3,17,0.000937340839300305
2003,3,18,0.000934830750338733
2003,3,19,0.000941103091463447
2003,3,20,0.000940789701417089
2003,3,21,0.000935144606046379
2003,3,24,0.000934830750338733
2003,3,25,0.000937340839300305
2003,3,26,0.000935458403546363
2003,3,27,0.000933261122554541
2003,3,28,0.000931690854486078
2003,3,31,0.000931376707740128
2003,4,1,0.000928862835280597
2003,4,2,0.000928234134335071
2003,4,3,0.000926661887206137
2003,4,4,0.000925088999792934
2003,4,7,0.00092225632397458
2003,4,8,0.000921941478736699
2003,4,9,0.00092225632397458
2003,4,10,0.000924774387385696
2003,4,11,0.000924774387385696
2003,4,14,0.000926032837014645
2003,4,15,0.000925088999792934
2003,4,16,0.000925403670407832
2003,4,17,0.000920681748539209
2003,4,22,0.000920681748539209
2003,4,23,0.00092225632397458
2003,4,24,0.000921626575291157
2003,4,25,0.000920051708817482
2003,4,28,0.000919736688956618
2003,4,29,0.000919106532819569
2003,4,30,0.000920051708817482
2003,5,2,0.000920366728678346
2003,5,5,0.000921311613637954
2003,5,6,0.000921311613637954
2003,5,7,0.000918791396543384
2003,5,8,0.00091532344231382
2003,5,9,0.000918161065783352
2003,5,12,0.000918161065783352
2003,5,13,0.000916269549634308
2003,5,14,0.00091563886962831
2003,5,15,0.000916269549634308
2003,5,16,0.000918161065783352
2003,5,19,0.000918476260267198
2003,5,20,0.000917530676815659
2003,5,21,0.000918791396543384
2003,5,22,0.000919106532819569
2003,5,23,0.000920366728678346
2003,5,26,0.000920996710192412
2003,5,27,0.000921311613637954
2003,5,28,0.000920996710192412
2003,5,29,0.000919736688956618
2003,5,30,0.00092225632397458
2003,6,2,0.000922571169212461
2003,6,3,0.000920996710192412
2003,6,4,0.000918161065783352
2003,6,5,0.000917530676815659
2003,6,6,0.00091532344231382
2003,6,9,0.000912168179638684
2003,6,10,0.000914061616640538
2003,6,11,0.00091469258768484
2003,6,12,0.000911221082787961
2003,6,13,0.000907114532310516
2003,6,16,0.000906166213098913
2003,6,17,0.000905217719264329
2003,6,18,0.000904901535250247
2003,6,20,0.000905217719264329
2003,6,23,0.000902370840776712
2003,6,24,0.000899838632903993
2003,6,25,0.000900155224371702
2003,6,26,0.000900155224371702
2003,6,27,0.000899521983228624
2003,6,30,0.000898255151696503
2003,7,1,0.00089762156130746
2003,7,2,0.000897938385605812
2003,7,3,0.0008928666356951
2003,7,4,0.000890963070560247
2003,7,7,0.000886517867911607
2003,7,8,0.00088206771761179
2003,7,10,0.000879204308148474
2003,7,11,0.000879522529430687
2003,7,14,0.000871558382641524
2003,7,15,0.000869963609147817
2003,7,16,0.000865175563376397
2003,7,17,0.000862619606778026
2003,7,18,0.000854941783472896
2003,7,21,0.000849173695314676
2003,7,22,0.000845323724206537
2003,7,23,0.000851417833473533
2003,7,24,0.000850456242915243
2003,7,25,0.000851097342092544
2003,7,28,0.000850456242915243
2003,7,29,0.000849494361318648
2003,7,30,0.000848853029310703
2003,7,31,0.000847890798468143
2003,8,1,0.000849173695314676
2003,8,4,0.000848211580887437
2003,8,5,0.000844360620249063
2003,8,6,0.000840184569824487
2003,8,7,0.000835682323668152
2003,8,8,0.000834716949611902
2003,8,11,0.000828274816740304
2003,8,12,0.000826017640065402
2003,8,13,0.00082085351459682
2003,8,14,0.000815035891719163
2003,8,15,0.000812447571661323
2003,8,18,0.000807589909527451
2003,8,19,0.000801103771664202
2003,8,20,0.000774726562667638
2003,8,21,0.00077080394839868
2003,8,22,0.000767859455663711
2003,8,25,0.000767532153986394
2003,8,26,0.000764585274737328
2003,8,27,0.000763602496590465
2003,8,28,0.000761963950935751
2003,8,29,0.000759996823035181
2003,9,1,0.000758356822188944
2003,9,2,0.000755074783228338
2003,9,3,0.000752775755245239
2003,9,4,0.000747515878174454
2003,9,5,0.000743895652703941
2003,9,8,0.000749489176087081
2003,9,9,0.000735655659809709
2003,9,10,0.000731694395653904
2003,9,11,0.00072607584297657
2003,9,12,0.000722105032764375
2003,9,15,0.000713819812517613
2003,9,16,0.0007131562451832
2003,9,17,0.000708508247043937
2003,9,18,0.000707511557266116
2003,9,19,0.000706182210706174
2003,9,22,0.000706182210706174
2003,9,23,0.00070651457644999
2003,9,24,0.000705849786754698
2003,9,25,0.000707511557266116
2003,9,26,0.000705849786754698
2003,9,29,0.000704852398484945
2003,9,30,0.000704187375959009
2003,10,1,0.000704187375959009
2003,10,2,0.000702524208463728
2003,10,3,0.000701858778484166
2003,10,6,0.00069886288838461
2003,10,7,0.00069619802525267
2003,10,8,0.000693197885993868
2003,10,9,0.000691863766405731
2003,10,10,0.000690862885676324
2003,10,13,0.000687190855387598
2003,10,14,0.000684518134221435
2003,10,15,0.000682512414641678
2003,10,16,0.000679501972626895
2003,10,17,0.000680840224958956
2003,10,20,0.000678832642734051
2003,10,21,0.000675819464959204
2003,10,22,0.000674814509693533
2003,10,23,0.000676489260513336
2003,10,24,0.000675484479870647
2003,10,27,0.000675484479870647
2003,10,28,0.000674144423101097
2003,10,29,0.000674479466397315
2003,10,30,0.00067347422009334
2003,10,31,0.00067246874095872
2003,11,3,0.000670121575240046
2003,11,4,0.000669450673740357
2003,11,5,0.000669450673740357
2003,11,6,0.000666430336423218
2003,11,7,0.000665087252855301
2003,11,10,0.000660719000734389
2003,11,11,0.000660382793284953
2003,11,12,0.000658364908304066
2003,11,13,0.000657692027743906
2003,11,14,0.000655672803986818
2003,11,17,0.000652305083349347
2003,11,18,0.000650620204396546
2003,11,19,0.000644548563286662
2003,11,20,0.000624921405687928
2003,11,21,0.000624582171440125
2003,11,24,0.00062356423586607
2003,11,25,0.00062356423586607
2003,11,26,0.000621867133304477
2003,11,27,0.000620848499238491
2003,11,28,0.000620169274043292
2003,12,1,0.000617791141849011
2003,12,2,0.000618130958173424
2003,12,3,0.000615411496255547
2003,12,4,0.000611669267527759
2003,12,5,0.000610988470725715
2003,12,8,0.000606219749897718
2003,12,9,0.000603492197114974
2003,12,10,0.000602810003329068
2003,12,11,0.00060076272347942
2003,12,12,0.000599397346377373
2003,12,15,0.000596665078774095
2003,12,16,0.000594614655710757
2003,12,17,0.000591879128478468
2003,12,18,0.00059290521312505
2003,12,19,0.000593589094933122
2003,12,22,0.000593589094933122
2003,12,23,0.00059290521312505
2003,12,26,0.000594614655710757
2003,12,29,0.000592563184909523
2003,12,30,0.000593247124925256
2004,1,2,0.000592221214901656
2004,1,5,0.000591194955632091
2004,1,6,0.000590510666370392
2004,1,7,0.000588799419347197
2004,1,8,0.000586402486078441
2004,1,9,0.000584689434617758
2004,1,12,0.000582632899750024
2004,1,13,0.000579546031076461
2004,1,14,0.0005816041957587
2004,1,15,0.000580575258936733
2004,1,16,0.000579546031076461
2004,1,19,0.000580232182983309
2004,1,20,0.000580232182983309
2004,1,21,0.000581261236220598
2004,1,22,0.000595298246480525
2004,1,23,0.000595298246480525
2004,1,26,0.000595981720834971
2004,1,27,0.000595639983657748
2004,1,28,0.000596323399804533
2004,1,29,0.000597348320297897
2004,1,30,0.000596665078774095
2004,2,2,0.000595981720834971
2004,2,3,0.000595639983657748
2004,2,4,0.000595298246480525
2004,2,5,0.000594614655710757
2004,2,6,0.000594956451095641
2004,2,9,0.000594272860325873
2004,2,10,0.000593589094933122
2004,2,11,0.000593247124925256
2004,2,12,0.000592563184909523
2004,2,13,0.000593247124925256
2004,2,16,0.000592563184909523
2004,2,17,0.000592563184909523
2004,2,18,0.00059290521312505
2004,2,19,0.000594956451095641
2004,2,20,0.000595639983657748
2004,2,25,0.000592563184909523
2004,2,26,0.000595639983657748
2004,2,27,0.000595981720834971
2004,3,1,0.000594272860325873
2004,3,2,0.000595639983657748
2004,3,3,0.000594956451095641
2004,3,4,0.000594956451095641
2004,3,5,0.000593930948525667
2004,3,8,0.00059290521312505
2004,3,9,0.000593930948525667
2004,3,10,0.000594614655710757
2004,3,11,0.000594272860325873
2004,3,12,0.000593589094933122
2004,3,15,0.000592221214901656
2004,3,16,0.00059153710026294
2004,3,17,0.000590168521739543
2004,3,18,0.000586744979955256
2004,3,19,0.00058571738190949
2004,3,22,0.00058571738190949
2004,3,23,0.000586059933993965
2004,3,24,0.000586744979955256
2004,3,25,0.000586059933993965
2004,3,26,0.000586059933993965
2004,3,29,0.00058434676611796
2004,3,30,0.000584004039410502
2004,3,31,0.000583661312703043
2004,4,1,0.000582975742872804
2004,4,2,0.000582975742872804
2004,4,5,0.000581261236220598
2004,4,6,0.000580575258936733
2004,4,7,0.000582632899750024
2004,4,8,0.000583661312703043
2004,4,12,0.000583661312703043
2004,4,13,0.000582289998419583
2004,4,14,0.000580918276682496
2004,4,15,0.000580232182983309
2004,4,16,0.000579889107029885
2004,4,19,0.00057885970454663
2004,4,20,0.000579202896915376
2004,4,22,0.000579202896915376
2004,4,23,0.000578173319809139
2004,4,26,0.000578516512177885
2004,4,27,0.000576800142880529
2004,4,28,0.000577143451664597
2004,4,29,0.000577830069232732
2004,4,30,0.000576800142880529
2004,5,3,0.000577143451664597
2004,5,4,0.000575769925490022
2004,5,5,0.000575083016883582
2004,5,6,0.000575083016883582
2004,5,7,0.000576113350689411
2004,5,10,0.000579202896915376
2004,5,11,0.000576456775888801
2004,5,12,0.000578173319809139
2004,5,13,0.00057885970454663
2004,5,14,0.000577143451664597
2004,5,17,0.000578173319809139
2004,5,18,0.000576456775888801
2004,5,19,0.000576456775888801
2004,5,20,0.000583661312703043
2004,5,21,0.000586402486078441
2004,5,24,0.00058434676611796
2004,5,25,0.000584004039410502
2004,5,26,0.000585374771617353
2004,5,27,0.00058434676611796
2004,5,28,0.000585032103117555
2004,5,31,0.00058571738190949
2004,6,1,0.000585374771617353
2004,6,2,0.000584004039410502
2004,6,3,0.000584689434617758
2004,6,4,0.000584004039410502
2004,6,7,0.000582975742872804
2004,6,8,0.000582289998419583
2004,6,9,0.000582632899750024
2004,6,11,0.000582289998419583
2004,6,14,0.000583318527787924
2004,6,15,0.000581947097089142
2004,6,16,0.0005816041957587
2004,6,17,0.000582289998419583
2004,6,18,0.000581947097089142
2004,6,21,0.000581947097089142
2004,6,22,0.000581947097089142
2004,6,23,0.000581947097089142
2004,6,24,0.000581261236220598
2004,6,25,0.0005816041957587
2004,6,28,0.000581947097089142
2004,6,29,0.0005816041957587
2004,6,30,0.000581261236220598
2004,7,1,0.000581261236220598
2004,7,2,0.000580575258936733
2004,7,5,0.000580575258936733
2004,7,6,0.000580918276682496
